,open,high,low,close,volume,&-s_close,&-s_close_mean,&-s_close_std,target_roi,do_predict,%%-tenkan_sen,%%-kijun_sen,%%-senkou_a,%%-senkou_b,%%-cloud_green,%%-cloud_red,%%-trend_close_period_1,%%-trend_open_period_1,%%-trend_close_period_3,%%-trend_open_period_3,%%-trend_close_period_6,%%-trend_open_period_6,%%-trend_close_period_12,%%-trend_open_period_12,%%-trend_close_period_24,%%-trend_open_period_24,%%-trend_close_period_48,%%-trend_open_period_48,%%-trend_close_period_72,%%-trend_open_period_72,%%-trend_close_period_96,%%-trend_open_period_96,%%-fan_magnitude,%%-fan_magnitude_gain,enter_long,enter_short,exit_long,exit_short
85511,113428.0401357137,113480.0,113220.2,113284.3,257.492,0.00036808642,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113388.6,113558.0,113526.19658405357,113229.4657608112,True,False,113284.3,113428.0401357137,113364.8046885909,113422.35905421952,113396.44396185924,113437.14774736104,113424.65730913944,113451.34505029174,113448.35891137322,113464.254874908,113465.72994064898,113474.39112766823,113440.8590779224,113444.54326177463,113390.24446786004,113390.24871914186,1.0003034903173629,0.9997947255381354,0,0,1,0
85512,113397.08256785685,113586.0,113284.2,113487.2,455.448,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113403.1,113558.0,113508.25,113252.6,True,False,113487.2,113397.08256785685,113426.00234429544,113409.72081103819,113422.37425847088,113425.70055321699,113434.27926157952,113442.996976071,113451.46619846336,113458.88109034392,113466.60626960208,113471.23567624736,113442.1286922259,113443.24296879058,113392.24355099695,113390.38962323908,1.0003707106347504,1.0000671999228616,0,0,1,0
85513,113403.75378392843,113487.3,113325.4,113474.6,285.232,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113403.1,113558.0,113498.05,113252.6,True,False,113474.6,113403.75378392843,113450.30117214772,113406.73729748331,113437.29589890777,113419.43004770597,113440.48245210575,113436.95956189522,113453.31690258629,113454.47090583068,113466.9325443122,113468.48131329558,113443.01831709643,113442.16107331491,113393.94162211042,113390.66517294402,1.0004104348903438,1.0000397095348466,0,0,1,0
85514,113423.70189196421,113590.0,113423.70189196421,113577.0,297.473,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113484.51425451232,113252.6,True,False,113577.0,113423.70189196421,113513.65058607387,113415.21959472376,113477.21135636269,113420.6505746369,113461.48515178179,113434.91992036736,113463.21155037939,113452.00938472136,113471.42509352395,113466.65358181266,113446.68904813488,113441.655342319,113397.71602165453,113391.34634240836,1.0005623493344,1.0001518521186485,0,0,0,0
85515,113476.3634459821,113589.9,113457.5,113457.5,165.599,0.00036808642,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113477.75,113252.6,True,False,113457.5,113476.3634459821,113485.57529303693,113445.79152035294,113471.57954025906,113436.56853787838,113460.87205150767,113441.29584738502,113462.75462634904,113453.95770962222,113470.8567223597,113467.04990279916,113446.98523859694,113442.60624926868,113398.94868100186,113393.09927237895,1.0005460665308283,0.9999837263479058,0,0,1,0
85516,113498.41922299105,113498.41922299105,113408.1,113450.0,114.054,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113477.75,113252.6,True,False,113450.0,113498.41922299105,113467.78764651847,113472.10537167199,113465.4139573279,113454.24016219629,113459.1994281988,113450.08405901672,113461.7342562411,113457.51463069173,113470.00542756951,113468.33028321515,113447.06783479976,113444.13537183641,113400.00128551728,113395.2708177524,1.0005220294709916,0.9999759760588335,0,0,1,0
85517,113472.75961149554,113480.4,113408.2,113427.7,84.793,0.00036808642,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113477.75,113252.6,True,False,113427.7,113472.75961149554,113447.74382325922,113472.43249158376,113454.6385409485,113459.53143342465,113454.35336232206,113453.57260555192,113459.01151574182,113458.73422915603,113468.27867542382,113468.51107212456,113446.53720918881,113444.91959758049,113400.57239303239,113396.8685248399,1.0004742565946076,0.9999522520494535,0,0,1,0
85518,113457.16730574777,113457.16730574777,113377.9,113381.8,79.458,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113477.75,113252.6,True,False,113381.8,113457.16730574777,113414.77191162962,113464.79989866578,113433.82752924893,113458.85596837412,113443.19130658021,113454.12563635128,113452.83459448247,113458.60887528337,113464.74893356979,113468.04806125203,113444.76358701926,113445.2551512289,113400.18533338224,113398.11179867305,1.0003792407664198,0.9999050292123345,0,0,1,0
85519,113433.34615287388,113433.34615287388,113311.3,113342.6,183.94,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113558.0,113473.75,113252.6,True,False,113342.6,113433.34615287388,113378.68595581481,113449.07302576983,113407.7625208921,113451.56744965976,113427.71572095249,113450.92879273937,113444.01582692387,113456.58785749061,113459.76326281184,113466.63165682844,113441.96458463518,113444.92887730137,113398.99800692075,113398.83828020297,1.0002532448657966,0.9998740518640443,0,0,1,0
85520,113393.87307643694,113393.87307643694,113306.1,113306.1,114.341,0.0003679222,6.598255644108439e-05,0.002789804988448173,0.001460885050665171,1.0,113405.1,113518.0997887883,113470.05,113252.6,True,False,113306.1,113393.87307643694,113342.39297790741,113421.47305110338,113378.7160863515,113435.08334302467,113409.00561003672,113442.15099023131,113432.98256076996,113451.57067500631,113453.49129290116,113463.66191885328,113438.24226724792,113443.53008823658,113397.08258409765,113398.73590486759,1.0001051440272304,0.999851936657715,0,0,1,0
